misc/nupdates,misc/total_timesteps,fps,eprewmean,epsuccessmean,epcollisionmean,eppathlengthmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
4220,16208640,876,27.137222,0.96,0.036,24.519904694231226,1.4189385175704956,-0.003938981847250033,1.2712477743509225
4240,16285440,876,27.329866,0.958,0.042,24.749881011482326,1.4189385175704956,-0.001179388357559219,1.659062802256085
4260,16362240,876,27.758625,0.962,0.036,25.49256612122804,1.4189385175704956,-0.0006421905418392271,0.2300125470617786
4280,16439040,876,27.435034,0.966,0.034,24.907884420167655,1.4189385175704956,0.0006964513198909117,1.154827133566141
4300,16515840,876,26.901892,0.952,0.048,24.31785387641378,1.4189385175704956,0.0008969588758191094,3.240657431166619
4320,16592640,876,27.197433,0.952,0.048,24.013993621425705,1.4189385175704956,-0.0003239281189962639,1.3741089827613906
4340,16669440,876,27.510876,0.96,0.04,23.799018603285774,1.4189385175704956,-0.00027566287717490924,1.1760675990139133
4360,16746240,876,27.782246,0.966,0.032,24.58548948037252,1.4189385175704956,0.0011542657717654946,0.3090235596173443
4380,16823040,876,27.088024,0.952,0.046,23.99379987828061,1.4189385175704956,-0.0001481337589211762,3.95187527986709
4400,16899840,876,27.134043,0.954,0.046,24.27359536834806,1.4189385175704956,-0.0006895099827715967,2.100351478822995
4420,16976640,875,26.47584,0.936,0.064,23.56935222951323,1.4189385175704956,0.0033186640415806324,4.575518328207545
4440,17053440,872,27.309856,0.952,0.048,23.692217730935663,1.4189385175704956,-0.00043750878739956534,1.5258165219798685
4460,17130240,870,26.81285,0.948,0.052,23.365639240028337,1.4189385175704956,-0.00018760107013804372,1.8886957337497734
4480,17207040,868,25.84916,0.922,0.078,23.74867586041242,1.4189385175704956,-7.374439946943312e-05,4.865413124486804
4500,17283840,865,26.721754,0.948,0.048,25.067103006524967,1.4189385175704956,-0.0006140083190985024,1.6951327553251758
4520,17360640,863,26.391973,0.94,0.06,24.268270485825838,1.4189385175704956,0.0018877279890148202,3.182203755970113
4540,17437440,861,27.155096,0.956,0.04,24.390205530207606,1.4189385175704956,-0.0014194995805155487,3.204967040987685
4560,17514240,859,26.49236,0.936,0.056,24.537514381204733,1.4189385175704956,-0.002856164050172083,1.6213272833148948
4580,17591040,856,26.69492,0.938,0.056,24.438768373798577,1.4189385175704956,0.001780925121488508,4.244245615613181
4600,17667840,854,26.586147,0.936,0.06,23.807824763756244,1.4189385175704956,-0.0004951483919285238,2.0659020767197944
4620,17744640,852,27.247465,0.958,0.042,24.050899523539467,1.4189385175704956,0.004005768035131041,4.17808324676007
4640,17821440,850,26.143225,0.932,0.058,23.715337747716344,1.4189385175704956,-0.00019635547359939665,4.323996493173763
4660,17898240,848,27.016636,0.952,0.046,24.031969700692223,1.4189385175704956,-0.0003616104135289788,1.9936704648425803
4680,17975040,846,27.246552,0.952,0.048,24.453147750742733,1.4189385175704956,-0.0013656871677085291,2.1595616849604995
4700,18051840,844,26.20087,0.936,0.064,23.251645981314592,1.4189385175704956,-0.0006792627449613064,3.436848871479742
4720,18128640,842,26.385406,0.936,0.064,23.576643469846807,1.4189385175704956,-0.0026749556127469987,3.496836365002673
4740,18205440,840,26.38409,0.934,0.064,24.131811644578352,1.4189385175704956,-0.0024847933615092187,2.5763399810297414
